frequency	V(onoise)	V(r1)
5.248074602497645e+003	8.363490e-007	7.924664e-007
5.370317963702444e+003	8.363206e-007	7.924363e-007
5.495408738576160e+003	8.362934e-007	7.924073e-007
5.623413251903404e+003	8.362674e-007	7.923794e-007
5.754399373371480e+003	8.362425e-007	7.923525e-007
5.888436553555798e+003	8.362186e-007	7.923267e-007
6.025595860743483e+003	8.361959e-007	7.923017e-007
6.165950018614725e+003	8.361742e-007	7.922777e-007
6.309573444801834e+003	8.361535e-007	7.922545e-007
6.456542290346454e+003	8.361337e-007	7.922321e-007
6.606934480075856e+003	8.361149e-007	7.922105e-007
6.760829753919711e+003	8.360969e-007	7.921897e-007
6.918309709189256e+003	8.360799e-007	7.921696e-007
7.079457843841267e+003	8.360636e-007	7.921502e-007
7.244359600749786e+003	8.360482e-007	7.921314e-007
7.413102413009058e+003	8.360336e-007	7.921132e-007
7.585775750291718e+003	8.360197e-007	7.920956e-007
7.762471166286794e+003	8.360066e-007	7.920786e-007
7.943282347242689e+003	8.359942e-007	7.920621e-007
8.128305161640863e+003	8.359824e-007	7.920461e-007
8.317637711026577e+003	8.359714e-007	7.920305e-007
8.511380382023628e+003	8.359609e-007	7.920153e-007
8.709635899560666e+003	8.359512e-007	7.920006e-007
8.912509381337311e+003	8.359420e-007	7.919862e-007
9.120108393558950e+003	8.359335e-007	7.919722e-007
9.332543007969760e+003	8.359255e-007	7.919585e-007
9.549925860214205e+003	8.359181e-007	7.919451e-007
9.772372209557949e+003	8.359112e-007	7.919319e-007
9.999999999999838e+003	8.359049e-007	7.919190e-007
1.023292992280738e+004	8.358992e-007	7.919063e-007
1.047128548050883e+004	8.358940e-007	7.918938e-007
1.071519305237589e+004	8.358892e-007	7.918814e-007
1.096478196143167e+004	8.358850e-007	7.918692e-007
1.122018454301945e+004	8.358813e-007	7.918571e-007
1.148153621496864e+004	8.358780e-007	7.918451e-007
1.174897554939510e+004	8.358753e-007	7.918331e-007
1.202264434617393e+004	8.358730e-007	7.918212e-007
1.230268770812361e+004	8.358713e-007	7.918093e-007
1.258925411794147e+004	8.358700e-007	7.917974e-007
1.288249551693113e+004	8.358691e-007	7.917855e-007
1.318256738556385e+004	8.358688e-007	7.917735e-007
1.348962882591631e+004	8.358689e-007	7.917614e-007
